player_name,overall,height_(cm),weight_(kg),pace,acceleration,sprint_speed,dribbling,agility,balance,reactions,ball_control,composure,shooting,positioning,finishing,shot_power,long_shots,volleys,penalties,passing,vision,crossing,free_kick,short_pass,long_pass,pass_curve,defending,interceptions,heading,marking,standing_tackle,sliding_tackle,physicality,jumping,stamina,strength,aggression,diving,reflexes,handling,speed,kicking,positoning
Harry Darling,54,181,75,70,68,72,36,49,64,43,37,48,23,24,18,34,21,26,25,32,36,24,21,39,24,24,51,47,51,44,58,56,67,79,69,70,53,0,0,0,0,0,0
Aden Baldwin,54,183,70,66,65,67,39,47,64,43,34,50,22,21,16,33,22,24,39,39,38,45,25,44,33,23,51,50,51,44,58,54,65,74,65,67,60,0,0,0,0,0,0
Jesper Isaksen,54,183,68,61,61,61,52,59,63,54,52,43,46,55,43,55,42,39,46,52,51,49,40,58,56,35,42,43,52,35,42,49,56,63,66,51,55,0,0,0,0,0,0
Eric Grimes,54,183,69,0,41,40,0,33,40,57,20,38,0,17,20,25,16,18,22,0,50,16,18,30,18,19,0,21,13,14,13,16,0,61,25,53,22,54,54,52,41,52,49
Kevin Lynch,54,185,76,62,56,67,52,41,42,42,55,53,40,58,33,46,46,32,50,54,50,61,57,53,51,60,52,47,60,53,53,51,58,58,52,62,54,0,0,0,0,0,0
Sean Harding,54,178,80,53,53,53,47,55,64,54,48,53,35,22,28,55,32,29,42,48,42,50,32,53,50,31,53,53,54,51,53,56,64,61,54,72,59,0,0,0,0,0,0
Dylan Hayes,54,168,72,52,58,47,54,51,68,55,55,45,29,46,28,32,28,25,23,48,42,52,32,53,47,42,54,51,51,53,56,55,54,66,47,58,48,0,0,0,0,0,0
Miles Welch-Hayes,54,181,77,69,62,74,51,61,39,46,53,41,30,43,28,30,29,33,33,46,37,55,34,46,53,42,51,45,51,55,52,52,54,55,55,56,47,0,0,0,0,0,0
Shamal George,54,191,75,0,33,28,0,36,22,50,18,40,0,5,10,18,12,9,10,0,34,10,13,23,29,12,0,12,14,8,13,14,0,50,21,55,17,56,55,52,33,48,53
Jeff King,54,175,70,60,62,58,61,61,73,50,60,53,51,47,52,49,52,34,69,52,50,46,45,58,55,40,36,32,59,34,33,35,61,69,64,62,55,0,0,0,0,0,0
Yougang Xu,54,180,72,61,68,56,47,54,68,51,37,38,26,43,26,22,25,28,32,32,34,40,29,30,29,27,53,47,41,61,52,57,74,59,87,78,49,0,0,0,0,0,0
Marcelo Suárez,54,186,85,0,34,14,0,36,54,56,12,34,0,9,10,19,9,20,16,0,47,13,14,50,42,15,0,30,30,16,25,24,0,61,30,59,20,53,52,56,34,52,50
Benjamin Lund,54,185,75,66,67,66,55,65,70,55,51,37,28,50,27,29,23,21,33,41,36,46,32,42,44,35,51,54,36,56,49,48,60,64,68,60,48,0,0,0,0,0,0
Liyu Yang,54,179,65,73,68,77,59,77,69,52,58,57,41,39,42,46,31,44,43,52,49,47,43,58,52,42,40,27,39,59,33,32,65,56,77,69,40,0,0,0,0,0,0
Yuki Ogaki,54,175,70,69,70,69,57,68,72,53,52,49,49,51,56,45,37,41,55,44,48,41,48,44,38,57,22,17,51,21,18,14,51,57,53,55,38,0,0,0,0,0,0
Shuaishuai Shen,54,188,75,0,27,22,0,25,36,61,14,57,0,6,7,22,5,8,18,0,24,10,13,22,28,14,0,11,12,20,14,14,0,51,27,44,21,59,46,51,27,59,51
Chu Wang,54,178,66,70,74,67,52,62,73,47,54,52,34,39,30,43,31,37,45,58,56,49,37,68,64,42,37,20,36,42,41,47,48,53,64,42,44,0,0,0,0,0,0
Matias Contreras,54,174,72,70,72,69,51,58,78,55,45,49,55,47,60,51,52,36,63,39,52,37,37,38,30,39,24,16,51,31,16,20,50,60,57,51,36,0,0,0,0,0,0
Hui Jin,54,183,80,57,59,56,46,44,58,46,49,47,56,51,60,55,51,41,64,36,42,33,33,38,25,38,25,12,59,35,15,15,56,66,56,64,34,0,0,0,0,0,0
Lei Li,54,196,95,0,23,24,0,31,24,48,11,22,0,6,8,16,12,7,15,0,25,8,10,18,21,12,0,6,23,12,8,13,0,41,27,78,41,54,61,47,23,44,56
Shaun Kelly,54,180,74,53,53,53,49,52,51,52,54,55,43,42,41,47,46,34,38,50,49,53,53,48,50,53,52,54,49,49,53,54,57,51,57,57,58,0,0,0,0,0,0
Brayan Lucumí,54,170,62,69,70,68,53,77,80,48,50,54,46,52,38,71,37,43,53,51,55,47,44,55,49,33,53,53,49,48,59,55,63,87,70,58,63,0,0,0,0,0,0
Luke Pilling,54,180,69,0,41,41,0,38,67,48,34,36,0,16,19,24,15,16,28,0,29,12,16,29,25,12,0,24,13,16,12,19,0,57,42,35,22,54,56,56,41,51,48
Liang Shi,54,175,69,60,61,60,55,71,76,53,51,58,53,62,54,52,50,53,44,53,49,58,48,54,53,49,52,49,59,59,46,48,63,71,68,62,59,0,0,0,0,0,0
Peng Lü,54,182,76,63,61,65,64,76,65,49,67,38,36,48,32,46,33,32,39,53,43,66,36,56,55,34,51,36,58,51,58,57,65,65,61,66,68,0,0,0,0,0,0
Xuebin Zhao,54,180,73,62,59,64,55,73,66,39,53,42,51,48,59,45,44,42,49,33,41,24,24,40,19,31,19,16,59,14,13,19,64,66,69,69,44,0,0,0,0,0,0
Feiya Chang,54,180,72,69,78,61,56,74,71,45,48,50,49,56,58,46,31,44,49,47,58,46,31,46,43,42,38,17,59,55,29,36,43,56,51,42,31,0,0,0,0,0,0
Robin Huser,54,180,70,65,64,66,53,74,78,52,54,39,40,39,27,59,50,35,56,52,37,34,55,65,64,44,52,47,44,55,54,50,57,64,57,59,51,0,0,0,0,0,0
Daniel Grimshaw,54,185,77,0,44,47,0,38,41,51,26,37,0,15,12,21,18,18,22,0,16,19,14,31,45,22,0,19,17,11,21,17,0,57,42,42,21,54,57,53,44,56,50
Hampus Strömgren,54,198,83,0,20,24,0,26,34,48,18,38,0,11,13,29,12,12,27,0,10,11,23,35,29,19,0,20,21,16,19,16,0,53,29,74,27,49,52,63,20,47,52
Tommy Holland,54,180,75,0,40,48,0,31,51,52,24,39,0,15,15,23,19,19,22,0,28,14,12,24,22,12,0,21,20,11,19,15,0,59,34,50,18,53,57,49,40,46,53
Novem Baumann,54,185,81,0,49,46,0,39,55,48,20,43,0,20,15,19,19,16,24,0,25,13,13,24,24,12,0,20,13,24,20,18,0,65,35,65,17,60,54,51,49,50,49
Elijah Adebayo,54,193,89,69,63,73,43,52,56,44,52,40,51,51,55,53,41,40,52,38,34,26,29,48,38,31,28,36,58,17,25,19,65,73,57,73,55,0,0,0,0,0,0
Tobias Lauritsen,54,192,70,58,49,66,49,50,56,49,48,40,51,57,52,56,48,35,42,43,50,35,35,45,43,43,43,46,54,37,45,41,62,51,60,67,55,0,0,0,0,0,0
Joshua Macdonald,54,174,67,75,76,75,58,77,65,46,56,54,53,54,56,49,52,48,59,42,53,25,30,49,37,34,26,29,42,23,19,29,45,61,56,41,35,0,0,0,0,0,0
Mateo Matic,54,185,76,0,30,18,0,32,42,37,12,42,0,7,9,26,9,9,13,0,28,10,12,27,16,14,0,10,10,7,10,14,0,60,29,53,22,60,53,55,30,60,53
Felipe Acosta,54,190,70,49,41,56,53,48,50,54,59,55,54,49,55,61,53,46,36,53,52,56,41,56,58,30,43,38,62,40,43,38,69,62,51,86,53,0,0,0,0,0,0
Ethan Ross,54,196,94,0,35,32,0,37,42,35,16,39,0,8,9,22,7,9,19,0,31,10,10,26,26,10,0,10,10,26,14,11,0,57,23,50,26,56,55,58,35,46,53
Yan Zhang,54,184,60,0,17,30,0,28,47,48,17,36,0,16,16,18,19,17,18,0,28,13,13,27,19,12,0,12,14,21,12,11,0,57,25,43,24,59,54,54,17,55,45
Jacob Marsden,54,185,70,0,38,44,0,47,42,52,18,42,0,4,9,17,5,6,16,0,30,13,12,21,24,11,0,8,10,7,13,10,0,57,25,44,28,54,50,55,38,52,55
Lewis Morrison,54,177,64,69,68,69,56,66,62,53,55,52,52,50,53,51,53,46,60,44,48,33,33,54,34,33,25,12,50,34,20,12,46,54,52,41,47,0,0,0,0,0,0
Aksel Aktas,54,177,70,63,55,69,55,55,67,47,60,56,43,37,40,53,36,48,56,56,55,43,50,64,59,56,41,30,46,41,45,47,48,56,53,46,43,0,0,0,0,0,0
Lewis O'Brien,54,173,63,59,62,57,60,68,79,44,58,50,42,48,38,52,41,45,42,53,55,48,43,59,48,42,33,30,40,30,35,35,37,35,40,31,51,0,0,0,0,0,0
Sam Osborne,54,177,65,74,70,77,55,60,60,41,54,52,48,54,47,54,41,42,55,47,46,51,34,51,39,50,34,40,44,27,32,34,49,52,49,50,47,0,0,0,0,0,0
Vlad Mihai Dragomir,54,178,67,67,68,66,56,67,73,48,53,48,43,52,43,41,42,46,43,50,54,39,41,54,51,46,39,40,42,42,36,34,52,58,55,52,45,0,0,0,0,0,0
David Camacho,54,178,71,66,68,65,54,62,67,48,50,51,49,45,53,49,43,42,48,55,58,46,41,62,58,40,41,32,39,48,41,43,55,55,65,57,35,0,0,0,0,0,0
Morten Renå Olsen,54,177,70,65,64,65,48,69,73,54,42,47,33,50,25,46,38,36,21,41,50,45,30,41,30,42,54,53,54,53,57,54,51,69,51,56,33,0,0,0,0,0,0
Daniel Higgins,54,185,78,50,48,52,37,42,60,45,48,43,27,21,24,34,25,24,33,34,28,25,30,41,38,30,53,47,53,53,55,57,61,73,59,68,43,0,0,0,0,0,0
Firas Al Birekan,54,181,75,68,67,68,47,60,61,48,45,45,52,51,58,45,45,48,58,39,43,33,30,44,35,40,22,16,58,17,20,15,55,66,38,68,39,0,0,0,0,0,0
Virgile Piechocki,54,178,70,65,67,64,56,62,66,49,59,45,36,51,31,47,32,28,47,50,53,36,41,58,55,38,42,44,44,38,42,43,51,56,49,52,52,0,0,0,0,0,0
Kacper Lasko?,54,184,74,62,61,63,55,68,62,48,55,53,43,42,39,52,42,43,46,57,53,42,40,69,63,47,41,25,44,46,43,48,56,58,42,67,44,0,0,0,0,0,0
Ryan Masterson,54,185,64,75,75,75,53,62,68,47,50,51,51,51,53,51,47,51,54,50,51,46,43,52,51,47,27,22,50,19,30,25,51,62,55,55,32,0,0,0,0,0,0
Alex Reid,54,178,78,79,82,76,50,68,74,46,47,42,52,47,53,55,48,41,62,37,44,31,31,43,28,32,19,11,52,20,15,10,54,60,54,64,27,0,0,0,0,0,0
Hailong Li,54,181,75,66,67,66,46,58,63,52,35,35,27,42,26,31,23,22,34,47,34,42,30,59,50,35,54,50,39,61,56,50,58,57,63,56,55,0,0,0,0,0,0
Luke Russe,54,165,64,64,63,64,57,68,74,44,58,56,48,48,48,52,45,37,45,53,49,46,42,60,55,51,46,39,42,41,55,52,46,77,55,41,40,0,0,0,0,0,0
Robin Källman,54,200,80,0,22,34,0,31,48,40,18,35,0,8,12,26,10,10,28,0,38,22,21,33,30,17,0,12,18,17,18,15,0,58,30,48,33,59,57,53,22,51,52
Basil Al Bahrani,54,176,76,0,29,24,0,31,42,48,12,48,0,5,6,19,6,5,10,0,38,14,12,23,18,13,0,13,11,25,13,13,0,57,23,42,22,53,54,59,29,46,50
Mohammed Al Majhad,54,176,75,54,68,43,54,68,69,48,54,38,49,54,51,51,48,37,40,53,53,46,45,59,55,46,40,42,45,32,42,45,59,64,59,58,59,0,0,0,0,0,0
Frank Arhin,54,166,65,76,80,73,63,87,87,44,58,59,44,42,45,45,42,37,41,46,53,45,51,44,42,48,28,22,36,30,27,30,38,79,41,29,44,0,0,0,0,0,0
Ramy Najjarine,54,176,71,55,53,57,58,56,81,53,56,58,37,37,35,47,27,40,46,57,60,54,36,63,53,49,38,36,39,34,42,41,47,54,38,51,47,0,0,0,0,0,0
Reece McGinley,54,175,65,72,74,70,56,65,78,37,54,49,48,45,51,60,32,35,45,47,44,52,38,50,42,35,22,17,34,20,24,21,50,55,63,50,31,0,0,0,0,0,0
Brady Scott,54,187,78,0,33,30,0,38,46,40,12,27,0,5,7,18,6,7,12,0,33,12,10,25,22,15,0,14,12,12,11,13,0,64,21,44,26,59,55,52,33,54,53
Pedro Teixeira,54,178,72,64,69,60,56,68,74,41,58,42,47,51,49,57,33,44,53,48,48,53,41,49,43,39,28,23,35,26,31,31,47,39,51,51,33,0,0,0,0,0,0
Alexander Ammitzbøll,54,188,78,71,71,71,50,62,59,51,49,43,51,52,52,52,48,34,59,38,40,37,31,43,29,33,21,13,54,23,14,18,56,63,56,62,38,0,0,0,0,0,0
Daiya Maekawa,54,191,86,0,28,24,0,30,27,39,12,33,0,2,4,11,4,6,8,0,36,10,11,29,25,8,0,7,7,14,11,8,0,27,14,57,22,55,59,51,28,44,55
Kenshin Yoshimaru,54,184,70,0,17,20,0,15,49,51,13,22,0,4,5,20,4,4,8,0,38,7,10,34,33,8,0,5,5,14,6,9,0,62,24,45,18,57,54,52,17,50,50
Andreas Bruus,54,184,69,64,66,63,58,63,63,51,57,47,52,51,53,55,47,47,55,42,57,25,37,45,38,46,21,14,43,22,19,12,54,54,58,57,39,0,0,0,0,0,0
Scott Moloney,54,180,70,0,28,27,0,33,42,45,11,43,0,7,8,22,7,7,14,0,25,13,10,27,28,14,0,6,11,19,13,14,0,62,24,35,28,55,54,51,28,53,55
Jesus Ferreira,54,173,64,70,71,69,57,76,80,52,54,45,54,53,58,51,50,40,57,38,46,26,27,49,25,31,22,17,44,26,19,11,39,62,45,39,26,0,0,0,0,0,0
James Finnerty,54,176,68,62,61,62,33,46,59,47,32,38,27,23,23,38,24,23,39,32,27,30,25,40,24,26,55,51,53,51,62,56,55,68,54,57,50,0,0,0,0,0,0
Olaus Jair Skarsem,54,183,74,74,73,74,57,63,79,50,60,40,51,55,50,53,51,43,47,51,54,49,43,53,50,49,48,48,48,56,40,45,55,55,57,59,43,0,0,0,0,0,0
Riku Tanaka,54,167,62,68,71,66,54,70,67,50,54,38,34,54,28,45,31,35,41,51,53,45,42,57,51,36,41,37,48,41,41,39,45,49,60,38,45,0,0,0,0,0,0
Emil Kalsaas,54,180,75,69,70,68,49,56,64,55,48,38,31,46,24,38,32,32,38,44,35,46,32,50,47,30,48,58,46,43,46,48,59,60,61,60,55,0,0,0,0,0,0
Mohammad Al Sharimi,54,175,71,60,54,65,46,46,69,50,55,39,25,28,21,33,23,26,35,39,25,38,24,53,37,23,52,47,47,51,56,54,63,76,65,63,56,0,0,0,0,0,0
Marokhy Ndione,54,185,75,51,46,55,53,58,57,49,52,48,51,53,55,49,46,43,52,40,49,28,21,44,42,31,22,15,60,21,16,18,65,65,63,73,45,0,0,0,0,0,0
Isaac Angking,54,178,73,68,69,68,61,61,67,49,61,58,51,53,48,59,50,45,48,53,43,51,49,58,56,51,50,52,62,53,43,45,63,73,55,68,60,0,0,0,0,0,0
Ross Treacy,54,187,80,0,26,26,0,23,38,47,13,36,0,5,8,21,9,5,13,0,33,14,14,19,20,10,0,11,11,8,14,10,0,44,27,56,20,56,53,52,26,54,54
Jon Gallagher,54,175,71,57,61,54,57,56,72,53,55,42,55,53,57,58,49,45,56,41,50,28,32,45,35,46,17,19,39,12,13,17,46,51,54,47,32,0,0,0,0,0,0
Axel Björnström,54,176,65,67,68,66,39,49,71,48,40,42,26,34,20,38,25,22,33,40,35,42,30,45,37,26,54,54,54,54,54,53,59,78,65,57,50,0,0,0,0,0,0
Stefan Wolf,54,177,75,60,60,60,55,71,73,56,57,43,42,37,41,49,42,33,43,54,51,42,45,65,54,37,53,52,50,53,51,62,56,68,45,58,62,0,0,0,0,0,0
Johann Berger,54,184,73,65,66,64,52,62,64,48,54,44,33,33,29,45,30,33,35,43,39,36,32,49,52,30,53,49,52,52,56,58,63,65,64,63,59,0,0,0,0,0,0
Fatih Kaya,54,183,79,60,63,58,53,72,70,47,51,47,54,51,56,54,54,38,64,38,45,29,29,45,30,33,24,12,56,27,19,18,50,62,52,55,31,0,0,0,0,0,0
Lars Mogstad Ranger,54,176,65,77,74,79,50,63,70,52,44,37,39,39,38,48,37,26,34,39,39,46,29,41,30,29,50,49,44,48,53,52,55,59,56,53,56,0,0,0,0,0,0
Frederik Ibsen,54,186,80,0,17,21,0,34,32,47,19,35,0,8,8,24,8,7,13,0,25,14,11,17,28,11,0,7,10,16,11,10,0,48,26,61,26,58,55,53,17,58,50
Dylan Wenzel-Halls,54,173,68,82,82,82,48,82,68,41,41,48,54,57,59,53,45,43,58,39,47,28,31,43,35,40,23,16,56,27,15,13,47,60,61,43,34,0,0,0,0,0,0
Baltazar Oliveira,54,180,80,57,55,59,54,78,64,50,53,41,35,38,28,51,33,31,45,50,49,41,35,58,54,40,50,46,49,50,52,56,62,67,47,66,71,0,0,0,0,0,0
Tim Stawecki,54,191,88,0,32,33,0,22,47,40,12,25,0,5,8,19,8,7,17,0,22,10,12,18,24,14,0,13,12,8,11,11,0,54,24,40,21,57,56,53,32,59,51
Niklas Geisler,54,178,67,72,76,69,60,83,71,41,58,40,44,41,41,54,40,46,43,51,48,50,45,55,49,52,27,25,38,25,29,21,42,68,44,33,56,0,0,0,0,0,0
Moritz Broschinski,54,188,78,73,68,77,54,66,67,41,50,41,52,48,52,60,48,49,50,39,40,39,30,44,29,44,20,12,53,19,17,19,57,68,54,64,42,0,0,0,0,0,0
Tim Kircher,54,180,68,67,68,67,52,65,61,47,50,37,24,32,23,28,21,19,29,43,30,54,25,53,26,48,52,49,42,51,56,54,46,55,52,42,46,0,0,0,0,0,0
Joey Breitfeld,54,189,73,61,60,62,49,58,52,46,46,48,48,58,49,53,42,39,43,53,47,50,35,61,54,47,38,42,48,29,40,41,61,52,58,66,55,0,0,0,0,0,0
Enes Küc,54,179,76,67,69,66,52,56,63,48,51,42,49,50,47,53,51,42,42,51,46,46,36,58,55,37,32,28,36,37,30,31,54,41,51,61,41,0,0,0,0,0,0
Nsana Simon,54,171,62,67,70,64,61,73,74,47,58,47,37,48,32,40,35,48,51,54,54,48,59,60,49,54,53,49,44,54,58,51,45,61,51,42,41,0,0,0,0,0,0
Thomas Isherwood,54,195,88,74,73,74,49,66,60,40,45,45,27,28,25,37,21,23,36,39,55,25,27,43,40,21,53,54,42,58,53,51,63,70,66,68,45,0,0,0,0,0,0
Baris Ekincier,54,181,77,67,65,69,58,74,70,43,51,45,55,51,54,71,44,49,58,46,45,52,34,48,41,45,29,25,37,33,26,23,48,60,45,55,32,0,0,0,0,0,0
Sergio Gucciardo,54,170,65,69,70,68,62,75,79,56,57,51,53,43,55,56,51,51,42,46,48,49,29,47,41,48,19,19,45,18,12,13,47,57,53,39,55,0,0,0,0,0,0
Migel-Max Schmeling,54,180,77,62,65,60,51,71,72,50,41,42,31,39,29,35,28,31,41,37,39,41,29,43,24,24,54,53,40,54,58,54,60,58,67,59,52,0,0,0,0,0,0
Manuel Pfeifer,54,189,70,66,68,65,41,57,62,51,36,43,26,20,21,38,23,35,28,36,23,35,23,44,41,25,53,53,51,54,55,49,57,67,57,60,47,0,0,0,0,0,0
Jack Hamilton,54,184,80,69,69,69,50,53,56,48,52,46,51,50,51,54,50,38,62,39,45,28,32,46,28,41,19,18,53,14,16,15,59,69,58,71,26,0,0,0,0,0,0
Kacper Krzepisz,54,190,83,0,31,23,0,34,25,51,21,49,0,9,7,21,8,6,19,0,25,17,12,28,23,13,0,14,15,21,23,19,0,33,23,65,23,52,58,47,31,56,55
Murat ?atin,54,178,69,61,63,60,59,62,71,55,55,55,54,43,52,61,55,52,59,49,50,57,57,43,46,50,31,61,40,19,24,20,41,50,39,46,27,0,0,0,0,0,0
Damian G?ska,54,176,65,59,67,52,56,59,79,53,61,42,38,31,32,55,35,31,47,55,55,51,39,63,56,36,48,50,45,39,52,61,52,62,44,54,55,0,0,0,0,0,0
Filip Majchrowicz,54,194,93,0,35,31,0,41,29,35,21,47,0,9,7,26,4,9,21,0,43,18,12,14,17,14,0,11,12,18,23,21,0,37,26,77,32,59,52,61,35,53,49
Cammy MacPherson,54,175,71,63,60,65,56,57,74,53,56,48,41,47,33,57,41,42,42,52,44,48,42,59,57,42,48,46,45,48,52,46,57,62,59,55,56,0,0,0,0,0,0
Mariusz Malec,54,189,76,56,58,54,32,43,52,43,32,39,27,23,21,41,23,29,37,30,33,28,29,32,28,28,54,52,47,51,58,64,61,68,64,63,50,0,0,0,0,0,0
Christopher Giuliani,54,187,80,0,15,21,0,33,48,36,20,27,0,5,6,22,8,6,17,0,44,11,13,19,25,14,0,22,24,28,14,10,0,63,27,57,19,58,57,57,15,56,49
Nemanja Celic,54,184,74,59,62,56,52,57,60,47,53,48,33,32,29,46,28,30,48,48,40,43,33,60,49,36,53,45,48,54,56,60,59,55,54,63,54,0,0,0,0,0,0
Leonardo Zottele,54,185,80,64,62,66,40,46,56,49,35,46,27,21,22,35,30,26,39,39,29,49,30,46,29,35,54,53,51,54,55,52,60,52,62,65,48,0,0,0,0,0,0
Abdulrahman Al Dhafeeri,54,169,61,65,61,68,61,65,80,53,64,56,44,51,44,48,36,42,47,56,54,51,51,62,56,43,32,29,41,35,29,31,45,58,49,41,45,0,0,0,0,0,0
Yuta Taki,54,167,56,72,75,69,58,72,82,53,52,51,40,48,38,45,36,38,40,53,56,38,42,62,57,42,45,39,32,43,52,51,33,53,38,31,28,0,0,0,0,0,0
Daigo Takahashi,54,163,53,74,75,73,57,79,91,43,54,44,56,51,60,53,54,52,47,40,51,32,42,41,32,51,25,21,42,22,27,22,38,58,41,32,45,0,0,0,0,0,0
Patryk Plewka,54,174,70,57,53,61,53,53,76,48,54,60,38,43,35,46,31,40,46,59,59,46,43,70,61,46,38,27,45,37,39,49,47,53,49,47,45,0,0,0,0,0,0
Mateusz Sopo?ko,54,175,65,59,51,66,50,50,60,48,53,62,43,39,43,46,36,45,51,60,62,48,47,68,60,51,41,23,40,41,48,53,45,52,40,48,42,0,0,0,0,0,0
Gabriel Rogers,54,178,70,73,74,72,55,72,80,42,52,43,48,46,49,52,45,37,49,46,45,47,30,48,45,41,25,19,30,24,28,24,49,53,68,44,35,0,0,0,0,0,0
Salah Aziz Binous,54,192,82,58,55,61,52,54,42,53,51,44,50,56,52,46,47,43,67,38,51,29,30,40,30,45,19,10,60,18,16,12,57,60,59,64,35,0,0,0,0,0,0
Emad Fadda,54,185,79,0,24,33,0,26,45,48,10,24,0,5,7,20,6,6,11,0,30,12,11,28,16,15,0,6,16,7,10,8,0,58,30,54,14,57,55,54,24,50,50
Faisal Darisi,54,180,79,66,67,65,52,68,75,60,44,39,30,42,31,26,27,32,27,37,38,48,34,36,28,33,54,57,44,52,58,55,59,61,64,61,46,0,0,0,0,0,0
Szymon ?api?ski,54,181,71,68,69,68,51,55,66,52,51,43,47,53,45,59,42,36,39,49,47,35,40,59,57,37,40,45,44,37,39,38,53,62,58,50,50,0,0,0,0,0,0
Adam Tymi?ski,54,187,75,59,59,59,31,46,55,50,29,37,28,30,22,40,26,28,35,29,30,29,26,32,22,31,54,48,53,50,63,54,58,74,61,58,51,0,0,0,0,0,0
Gary Maley,54,188,90,0,19,22,0,31,54,47,17,37,0,6,8,20,9,9,12,0,32,12,14,20,26,11,0,7,13,9,14,10,0,59,18,52,17,50,50,56,19,48,59
Frankie Musonda,53,183,71,55,53,57,31,38,59,52,33,48,23,24,18,37,22,21,22,31,29,24,37,35,34,28,53,53,48,52,55,54,62,75,71,62,46,0,0,0,0,0,0
Dardan Karimani,53,176,70,67,65,68,56,77,75,45,53,50,37,43,38,41,27,37,41,51,55,38,43,59,51,40,38,27,40,39,41,47,50,58,55,47,48,0,0,0,0,0,0
Tim Mannek,53,191,85,53,53,53,45,48,45,42,44,41,51,50,58,48,43,43,50,35,38,25,25,47,23,29,29,20,65,23,30,24,68,53,60,78,57,0,0,0,0,0,0
Jake McGuire,53,191,79,0,34,34,0,41,29,46,18,47,0,13,15,32,20,17,34,0,44,19,21,32,31,24,0,29,23,9,15,16,0,40,45,60,45,49,54,52,34,69,51
Mathias Nilsson,53,191,79,0,22,24,0,38,23,45,13,34,0,5,7,18,7,8,18,0,24,12,14,15,25,12,0,12,10,23,13,14,0,36,18,64,16,52,54,56,22,55,47
Mizuki Hayashi,53,181,75,0,34,32,0,33,48,53,15,25,0,11,9,19,5,7,19,0,26,13,13,28,28,13,0,10,10,23,10,14,0,63,45,57,28,54,49,51,34,54,51
Mikhail Kennedy,53,180,76,68,67,69,52,50,61,53,53,43,54,51,57,50,46,62,67,46,47,53,26,48,40,31,32,26,51,38,27,17,48,57,34,61,33,0,0,0,0,0,0
Kenneth Yao,53,185,78,55,55,55,31,43,55,42,29,42,24,27,19,37,19,29,33,31,35,29,26,31,31,28,54,56,48,51,56,57,59,68,54,65,50,0,0,0,0,0,0
Aubin Long,53,185,80,0,22,18,0,32,44,38,16,39,0,5,6,21,8,5,12,0,27,10,14,23,26,10,0,13,13,12,12,13,0,56,19,45,25,57,51,58,22,48,48
Jonas Dakir,53,191,76,0,18,18,0,32,37,54,14,35,0,8,7,20,8,8,11,0,34,11,11,23,25,12,0,11,14,15,12,13,0,40,21,53,18,55,56,53,18,48,46
Sebastian Hausner,53,188,78,52,53,52,37,44,58,46,40,42,26,25,20,40,27,23,29,37,28,35,22,45,40,28,52,48,50,50,56,54,61,57,59,67,48,0,0,0,0,0,0
Yassin Maouche,53,184,71,62,63,61,61,79,60,64,56,57,39,32,42,33,43,34,36,47,58,37,31,51,46,41,37,41,29,35,38,44,63,50,67,60,71,0,0,0,0,0,0
Michael Kempter,53,181,73,68,69,67,48,55,69,56,32,53,28,41,29,25,23,22,38,34,40,42,30,31,28,30,55,52,45,57,56,57,55,66,61,51,53,0,0,0,0,0,0
Marius Bildøy,53,171,67,68,66,70,55,75,54,37,52,42,51,47,52,55,45,46,55,49,47,46,40,52,49,48,32,30,32,25,37,38,46,76,50,39,49,0,0,0,0,0,0
Antonios Papadopoulos,53,185,78,64,62,65,40,63,62,47,35,45,27,30,22,33,27,29,35,28,28,28,30,30,25,23,52,48,43,53,56,52,63,88,62,67,50,0,0,0,0,0,0
Kyle McClean,53,184,69,66,65,67,61,64,63,49,59,61,44,47,43,55,36,40,40,54,48,45,47,60,64,53,39,26,39,49,37,42,48,60,40,55,39,0,0,0,0,0,0
Luke Coddington,53,181,75,0,34,37,0,48,50,52,23,44,0,8,14,22,15,14,25,0,27,16,15,24,23,14,0,15,14,7,16,17,0,56,30,57,19,55,56,51,34,54,47
Kaina Yoshio,53,168,63,74,73,75,53,70,85,44,48,57,37,42,33,48,30,38,44,54,55,43,36,62,56,45,40,23,42,49,41,42,46,54,60,37,48,0,0,0,0,0,0
Lukasz Krakowczyk,53,178,69,64,67,61,61,68,74,49,52,47,54,45,54,55,54,54,67,43,54,33,28,47,36,47,23,11,43,32,17,18,43,50,51,44,27,0,0,0,0,0,0
Marco Ramkilde,53,187,74,64,68,60,49,57,56,43,50,49,51,53,53,52,49,42,40,46,44,35,38,54,49,36,33,32,51,30,32,28,60,49,60,64,51,0,0,0,0,0,0
Dren Feka,53,183,70,67,68,67,57,76,72,46,55,44,38,34,37,44,36,40,39,52,48,52,42,55,53,50,50,50,50,48,52,54,58,73,65,56,49,0,0,0,0,0,0
Emanuel Alarcón,53,183,75,0,22,30,0,36,38,37,11,47,0,5,7,22,7,6,12,0,35,13,11,24,21,10,0,14,11,12,10,14,0,43,26,61,22,56,52,55,22,55,50
Sheriff Sinyan,53,188,80,55,54,55,50,59,64,52,48,42,39,56,31,53,38,41,47,50,45,44,38,57,60,33,52,52,49,51,54,47,64,61,67,67,55,0,0,0,0,0,0
Herman Børreson Fossdal,53,184,74,0,45,44,0,38,66,54,17,33,0,19,12,21,17,18,24,0,44,14,18,28,18,12,0,23,21,8,21,20,0,57,35,52,19,54,56,48,45,45,49
