player_name,acceleration,sprint_speed,agility,balance,reactions,ball_control,composure,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick,short_pass,long_pass,pass_curve,interceptions,heading,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,classification
Hugo Vetlesen,64,69,76,83,61,64,63,58,46,57,47,53,54,63,59,44,64,63,60,64,49,56,59,57,80,74,55,54,def_ball_winners
Raymond Gyasi,84,79,79,82,55,65,59,61,61,66,56,55,43,41,64,41,56,44,56,20,49,33,34,37,73,63,60,39,aerial_ball_skiller
Kevin Lejeune,56,65,74,61,59,63,59,59,46,61,60,61,70,68,68,66,68,65,70,52,66,42,53,48,63,57,66,67,technical_finishing_attackers
Martin Broberg,71,73,69,62,62,62,64,66,58,68,65,55,48,61,65,57,63,61,67,45,54,51,53,46,53,81,62,58,technical_finishing_attackers
Neil Danns,60,61,69,75,66,62,65,68,60,62,64,65,63,63,67,65,61,60,65,49,55,53,60,60,67,71,66,72,all_rounders_passers
Seon Woo Kim,61,53,65,82,60,53,56,54,48,64,60,38,39,67,36,55,67,63,56,61,41,59,54,52,66,91,42,60,def_ball_winners
Jun A Yang,66,75,66,59,65,60,60,61,51,63,68,50,50,54,59,71,60,53,65,63,63,63,57,62,70,70,71,54,def_ball_winners
Wanderson Carvalho Oliveira,74,85,73,67,57,62,58,55,61,62,58,53,55,54,56,52,56,53,45,56,51,52,59,57,76,69,69,62,def_ball_winners
Gary Sawyer,55,59,62,72,59,60,64,40,32,41,46,25,31,51,61,50,62,59,47,58,62,63,65,61,73,76,68,49,def_ball_winners
Freddie Ladapo,78,80,70,64,54,62,53,64,60,63,54,52,62,45,35,31,50,43,45,18,60,22,21,20,67,71,77,57,aerial_ball_skiller
Niall Canavan,51,53,58,40,61,34,45,30,15,21,12,12,15,33,15,14,36,29,15,64,67,63,64,62,77,61,80,50,strong_defensive_minded
Charlie Goode,58,63,60,55,52,52,57,30,25,32,17,30,39,34,26,29,49,50,29,61,63,63,63,61,71,61,72,68,strong_defensive_minded
Stephen Humphrys,71,70,60,63,61,63,63,61,62,57,56,46,61,49,57,46,51,38,42,21,59,16,35,27,69,57,86,33,aerial_ball_skiller
Felix Luckeneder,49,56,35,62,44,44,63,24,17,41,23,27,38,29,29,27,43,37,31,64,58,64,64,65,56,55,78,66,strong_defensive_minded
Adrian Grbic,71,75,61,64,58,60,48,62,61,64,50,52,60,52,52,67,52,42,56,17,68,18,21,17,55,61,75,54,aerial_ball_skiller
Abdulmajeed Al Sulayhim,78,68,92,88,66,67,62,61,49,57,51,46,41,61,51,64,67,65,68,55,53,61,58,56,79,77,58,59,def_ball_winners
Jordan Tell,54,58,51,58,50,66,58,59,69,62,63,63,66,51,41,41,55,35,51,28,70,27,25,24,67,62,61,56,aerial_ball_skiller
Gauthier Pinaud,60,55,62,65,55,62,63,50,35,29,39,30,43,50,65,47,61,56,45,61,52,64,66,64,45,72,68,78,def_ball_winners
Masato Fujita,64,57,74,67,67,62,58,58,35,47,55,37,43,52,68,44,61,50,70,59,52,59,63,64,71,67,63,58,def_ball_winners
Gianni Fabiano,74,80,82,92,62,60,54,61,61,69,55,53,58,53,62,51,58,51,58,31,49,35,17,15,50,70,47,32,aerial_ball_skiller
Francesco Di Mariano,65,66,68,69,60,66,55,61,59,57,44,51,48,62,59,41,62,52,66,30,34,34,27,25,50,55,47,34,aerial_ball_skiller
Patrick Schorr,72,70,61,60,61,57,58,58,33,39,29,34,43,42,61,37,63,57,37,60,61,62,61,58,61,71,65,55,def_ball_winners
Mattia Trianni,72,76,75,68,58,61,63,57,47,50,44,54,48,66,60,45,62,56,52,49,46,40,50,48,68,70,61,30,aerial_ball_skiller
Simon Poulsen,64,63,70,65,55,62,67,64,47,58,43,30,52,65,62,65,67,58,68,62,53,68,64,54,76,69,72,68,def_ball_winners
Eggert Jónsson,41,48,44,54,61,60,58,30,30,54,37,42,51,51,46,52,57,59,38,61,58,63,60,66,58,79,76,74,strong_defensive_minded
Mads Hvilsom,66,69,51,63,70,60,58,65,62,64,55,61,52,56,47,32,59,40,46,41,54,46,31,21,51,83,72,73,aerial_ball_skiller
Alan Dzabana,81,81,85,90,58,67,54,61,68,62,57,59,65,55,43,47,60,46,53,12,42,17,13,18,51,42,47,34,aerial_ball_skiller
Dion Donohue,68,65,67,67,55,63,51,50,50,57,57,46,60,60,72,55,61,62,65,61,56,54,62,61,76,69,61,67,def_ball_winners
Josh Wright,69,60,73,65,58,65,56,63,56,65,58,63,62,61,56,58,65,64,59,49,49,59,57,45,60,75,70,70,all_rounders_passers
Kelvin Mellor,71,66,70,48,58,60,43,62,36,34,28,15,34,46,59,27,60,49,43,55,66,56,62,59,69,78,72,58,strong_defensive_minded
Antoine Leautey,82,87,83,83,49,62,52,58,59,50,41,59,58,58,64,60,52,37,62,18,28,41,24,30,56,55,43,42,aerial_ball_skiller
David Djigla,85,90,77,53,52,65,58,56,57,49,53,50,54,47,59,64,63,61,62,18,46,47,25,18,73,64,58,53,aerial_ball_skiller
Blair Alston,62,69,73,74,59,65,55,50,57,59,55,59,57,62,65,49,63,61,52,35,38,40,38,40,67,70,67,45,aerial_ball_skiller
Bryan Fernández,54,56,65,55,62,68,55,65,64,63,60,52,58,48,34,32,51,30,33,14,60,49,10,11,60,49,74,29,aerial_ball_skiller
Hassan Jafary,62,65,63,55,57,59,50,49,36,44,33,31,43,60,58,36,63,59,34,61,56,60,62,58,67,74,70,62,def_ball_winners
Sami Al Khaibari,53,64,38,65,54,35,49,23,18,38,23,24,43,32,22,28,52,42,29,63,62,61,65,65,70,64,71,55,strong_defensive_minded
Abdullah Kano,58,63,63,61,55,50,52,25,24,37,25,29,36,49,23,24,54,50,28,59,61,61,64,63,84,69,72,60,strong_defensive_minded
Nawaf Al Subhi,57,62,54,50,57,45,49,41,23,70,61,22,39,33,54,40,46,22,66,62,65,58,60,62,80,76,75,71,strong_defensive_minded
Rewan Amin,50,42,69,74,54,68,59,46,41,66,63,36,49,64,51,52,68,65,60,60,45,55,59,59,72,64,59,67,def_ball_winners
Samuel Mensah,74,76,77,78,60,55,55,51,31,52,40,35,34,57,58,32,56,50,49,62,42,61,57,61,92,82,67,90,def_ball_winners
Jordan Flores,75,68,74,80,58,64,65,69,56,54,55,58,56,70,61,61,66,58,68,45,39,51,48,50,60,61,59,58,technical_finishing_attackers
Ronald Mukiibi,49,53,59,51,62,63,68,45,23,80,61,43,46,63,64,54,60,59,65,61,60,60,58,56,49,65,82,67,def_ball_winners
Jerell Sellars,82,79,75,67,46,62,53,56,57,66,58,52,62,56,56,54,59,58,51,25,44,45,29,32,67,70,66,36,aerial_ball_skiller
Danny Amankwaa,79,86,79,76,56,66,58,56,56,54,52,51,39,53,61,40,58,48,42,29,46,19,25,22,89,61,63,50,aerial_ball_skiller
Aaron Pierre,69,65,34,50,58,44,51,13,14,45,12,27,31,26,25,25,46,37,25,53,65,59,64,66,72,68,84,64,strong_defensive_minded
Dean Bowditch,62,62,73,69,63,59,55,63,57,61,63,52,59,66,61,66,64,48,65,48,30,39,50,50,71,69,55,56,technical_finishing_attackers
Sam Hoskins,88,82,92,89,58,65,59,59,59,64,55,51,52,52,58,45,47,49,56,18,52,32,38,31,56,70,58,54,aerial_ball_skiller
Jordan Turnbull,60,62,65,59,54,51,52,22,23,36,26,23,45,36,36,21,58,51,23,57,62,60,64,62,72,74,74,58,strong_defensive_minded
Sam Foley,70,71,65,70,53,65,51,59,57,59,54,51,56,64,64,57,65,61,51,63,54,58,62,58,59,71,69,51,def_ball_winners
David Buchanan,63,58,74,84,59,58,62,38,38,52,44,36,45,52,62,45,58,60,50,61,48,60,67,65,80,77,66,68,def_ball_winners
Theo Robinson,81,77,73,66,56,58,60,62,62,64,59,56,59,56,41,35,57,40,33,45,52,34,36,30,64,73,67,53,aerial_ball_skiller
Harry Lennon,66,71,66,50,52,50,56,29,22,38,19,24,37,35,28,31,45,33,24,61,64,63,64,64,74,69,75,52,strong_defensive_minded
Harry Bunn,75,71,70,61,56,56,66,61,66,68,60,61,62,64,61,37,63,59,40,40,55,35,33,28,72,59,55,41,aerial_ball_skiller
Yuji Nakazawa,31,31,30,50,48,63,65,21,40,59,21,40,31,66,44,35,62,59,47,61,67,64,64,57,47,31,70,69,strong_defensive_minded
Takahiro Ogihara,71,71,70,59,63,60,54,48,37,58,40,44,38,54,58,38,67,60,39,59,54,55,63,55,73,73,70,59,def_ball_winners
Joshua Putze,53,55,68,64,55,61,45,51,45,51,54,32,39,65,52,37,65,63,45,60,52,64,64,62,70,64,66,60,def_ball_winners
Jaroslaw Lindner,78,85,79,78,64,63,48,54,61,63,56,58,45,45,61,48,54,34,43,15,54,18,16,17,59,64,43,47,aerial_ball_skiller
Makana Baku,92,89,90,83,62,63,56,62,46,50,42,45,45,49,56,39,51,41,53,15,30,26,28,20,67,80,53,42,aerial_ball_skiller
Uro Korun,50,40,47,50,60,50,61,32,26,39,24,28,42,29,25,31,58,56,30,61,61,63,63,63,66,81,70,58,strong_defensive_minded
Dan-Patrick Poggenberg,67,66,60,62,59,58,52,42,35,47,38,36,49,42,57,35,59,46,37,58,55,65,68,66,61,56,65,54,strong_defensive_minded
Leigh Broxham,49,48,56,73,60,58,69,53,53,64,56,48,61,51,44,49,62,59,52,63,55,64,67,68,93,93,84,80,def_ball_winners
Manuel Berrío,67,70,62,56,48,42,57,36,32,40,52,39,44,46,45,40,54,40,30,63,53,65,63,60,76,62,76,60,strong_defensive_minded
Yannis Mbombo,80,78,71,70,61,62,59,58,63,65,61,58,60,46,53,39,54,48,51,22,56,15,16,12,82,62,63,33,aerial_ball_skiller
Ian Escobar,84,86,75,79,66,50,45,44,28,35,33,26,44,40,60,36,56,51,47,61,43,45,66,68,85,57,48,59,def_ball_winners
Patrick Kristensen,69,64,69,72,67,61,61,60,54,60,53,49,49,58,60,53,63,60,59,64,54,60,58,59,68,68,62,67,def_ball_winners
Rasmus Thellufsen,71,70,78,75,59,71,61,56,62,60,58,50,40,50,54,48,57,50,63,49,44,36,32,31,68,64,66,47,aerial_ball_skiller
Shkelqim Demhasaj,50,54,53,50,55,55,50,66,74,63,65,60,69,45,32,40,45,40,47,12,65,50,20,25,66,53,62,32,aerial_ball_skiller
Idriz Voca,59,64,65,67,54,65,58,51,41,47,46,41,48,55,43,42,64,63,39,60,54,65,65,63,76,65,58,55,def_ball_winners
Andreas Skov Olsen,79,79,73,75,57,64,57,63,63,55,47,43,50,54,53,41,56,48,45,24,34,47,31,22,52,65,61,41,aerial_ball_skiller
Mathias Rasmussen,73,67,78,83,61,66,63,60,50,62,62,37,48,58,61,56,67,62,44,42,43,51,47,59,84,63,49,53,def_ball_winners
Magnus Kofod Andersen,73,68,77,80,60,65,58,57,51,55,52,40,41,62,45,39,66,64,50,49,45,55,46,43,67,68,59,45,def_ball_winners
Andreas Skovgaard,61,58,57,61,60,51,44,22,22,40,24,16,39,32,28,24,57,45,32,61,58,61,64,59,78,62,71,58,strong_defensive_minded
Robert Milsom,63,66,69,70,62,58,67,61,61,65,59,56,66,60,60,65,63,62,60,64,59,56,63,56,77,77,78,68,all_rounders_passers
Lewis Alessandra,79,72,83,79,66,63,57,64,59,63,51,58,64,61,53,58,57,47,65,19,49,32,30,23,73,80,64,43,aerial_ball_skiller
Calvin Andrew,68,76,60,69,61,62,57,57,60,65,53,44,61,58,50,25,56,50,58,45,68,42,38,41,84,81,82,77,aerial_ball_skiller
Aaron Wilbraham,35,40,35,51,67,63,69,69,62,60,47,56,68,68,49,42,68,41,48,26,75,24,20,19,66,34,82,83,aerial_ball_skiller
Dae Won Kim,80,75,68,69,62,64,52,67,59,67,55,50,60,62,59,34,54,34,40,17,61,34,12,15,75,64,59,59,aerial_ball_skiller
Jin Hyuk Kim,56,62,60,53,49,52,64,23,37,62,55,24,59,24,26,29,52,45,28,68,64,48,67,66,62,57,71,67,strong_defensive_minded
Nicolás Pantaleone,65,65,61,65,57,59,47,44,29,32,34,36,40,38,57,35,56,28,33,59,54,65,66,68,55,60,61,55,strong_defensive_minded
Marcos Minetti,48,51,55,55,54,60,57,55,37,44,24,24,34,48,30,18,61,56,26,68,72,56,65,60,72,72,76,68,strong_defensive_minded
Franco Cristaldo,74,73,81,82,69,68,59,49,54,62,58,47,57,66,49,58,67,65,49,63,49,40,58,55,67,64,67,65,def_ball_winners
Fabian Eisele,65,65,66,68,60,60,55,58,63,66,62,60,65,46,28,42,56,32,48,24,66,29,12,15,73,68,65,40,aerial_ball_skiller
Tobias Heintz,76,73,74,81,59,62,56,60,59,54,49,45,52,59,63,65,56,42,47,34,47,29,35,33,82,71,53,39,aerial_ball_skiller
Fahad Hamad,57,55,65,53,66,65,66,64,41,58,59,43,57,58,51,58,60,59,46,64,54,58,58,53,65,65,74,77,def_ball_winners
Abdulaziz Al Bishi,87,87,86,71,58,60,55,57,49,61,46,52,51,58,60,59,56,51,56,28,42,21,26,31,77,74,64,53,aerial_ball_skiller
Wesam Al Swed,74,74,73,66,61,58,62,52,46,66,44,41,50,59,61,43,63,62,51,59,43,55,56,58,76,87,70,85,def_ball_winners
Martin Mikkelsen,72,73,60,66,60,65,56,59,55,61,59,56,46,51,64,62,61,56,56,28,38,57,38,34,69,74,72,65,technical_finishing_attackers
Vito Hammershøj-Mistrati,57,54,70,77,52,68,58,57,45,59,57,40,45,56,56,58,70,65,54,48,58,57,48,47,59,81,56,54,def_ball_winners
Jacob Tjørnelund,78,74,80,56,59,60,59,48,36,35,42,40,19,55,62,40,58,49,53,59,31,58,64,67,61,66,71,64,def_ball_winners
Nicholas Gotfredsen,69,78,64,62,56,58,54,58,59,66,55,37,34,58,57,40,63,61,34,61,65,58,62,59,75,64,71,63,def_ball_winners
Kelvin Osorio,54,69,71,64,64,69,56,58,53,43,57,42,46,68,44,38,66,60,49,43,57,30,52,47,57,59,67,41,aerial_ball_skiller
Mats Haakenstad,84,84,64,60,55,58,55,46,49,57,48,41,29,49,55,37,56,49,48,58,54,56,57,56,67,91,73,67,def_ball_winners
Fredrik Krogstad,66,65,65,66,61,63,57,58,47,65,58,53,58,62,65,66,63,61,67,53,49,45,64,57,57,77,69,53,def_ball_winners
Gary Martin,66,66,61,57,61,57,45,62,61,67,59,46,57,62,34,32,59,42,30,24,67,22,24,20,61,65,68,54,aerial_ball_skiller
Simen Kind Mikalsen,74,73,70,59,62,62,60,59,60,63,61,47,50,53,60,47,59,55,58,66,61,61,63,63,82,70,73,64,def_ball_winners
Ryan Laursen,84,84,70,65,51,62,56,44,31,45,33,30,34,42,59,30,58,55,37,51,55,58,60,61,37,79,60,56,def_ball_winners
Sergei Zenjov,75,68,58,68,65,61,59,64,62,63,53,53,49,45,58,55,66,59,60,47,54,41,37,28,61,60,68,60,aerial_ball_skiller
Kwabena Appiah,92,92,90,91,55,58,55,53,42,41,40,44,39,53,57,44,56,54,45,42,63,41,28,38,72,78,58,51,aerial_ball_skiller
Jin Ya Kim,81,80,79,74,62,56,57,59,55,55,48,53,49,61,62,57,52,47,53,47,47,62,53,51,57,78,53,66,def_ball_winners
Jong Jin Park,83,77,74,70,67,56,55,62,56,56,48,48,59,52,58,58,59,58,48,64,56,25,52,51,76,82,68,38,def_ball_winners
Giuseppe Panico,67,63,67,65,63,65,65,66,64,58,62,50,61,54,60,44,64,57,53,42,61,21,48,43,64,56,56,39,aerial_ball_skiller
Nicholas Siega,81,76,77,74,60,67,59,58,58,57,53,56,52,58,59,49,68,60,54,57,60,56,58,53,51,58,66,59,def_ball_winners
Abdulrahman Al Shammari,85,88,75,74,58,50,50,56,24,54,29,30,33,58,61,38,54,56,53,53,57,51,62,60,75,80,65,71,def_ball_winners
Naif Mousa Mohammed,80,91,72,89,57,59,50,61,60,58,55,55,32,53,60,28,54,47,28,62,52,53,59,62,75,66,69,66,def_ball_winners
Sebastian Ring,73,67,76,69,54,64,65,43,31,35,33,37,34,62,63,50,61,59,62,58,40,63,62,60,57,71,61,73,def_ball_winners
Daniel Björnquist,83,84,70,74,57,55,56,49,34,47,41,33,40,44,50,29,57,45,56,56,36,58,63,64,69,82,64,60,def_ball_winners
Adam Chambers,55,55,66,75,67,64,67,42,37,60,44,43,47,59,49,46,65,61,40,65,61,69,67,66,73,90,78,78,def_ball_winners
Joshua Yorwerth,55,62,44,48,49,56,58,31,20,42,22,28,39,36,28,26,57,56,30,60,68,57,61,58,78,59,73,68,strong_defensive_minded
Rhys Bennett,76,76,61,61,58,56,57,40,38,45,40,30,34,50,55,30,58,55,49,61,60,52,65,62,75,80,77,60,def_ball_winners
George Cooper,75,77,68,76,51,54,58,56,46,48,58,41,37,63,67,59,62,60,65,17,31,21,34,27,47,58,58,31,aerial_ball_skiller
Isaac Buckley-Ricketts,85,77,83,72,55,69,60,57,64,55,46,52,58,53,56,28,56,38,56,19,45,18,24,22,51,55,49,42,aerial_ball_skiller
Domen Crnigoj,76,69,77,66,64,66,58,57,47,62,55,48,33,63,61,57,64,60,57,39,28,37,38,29,49,70,71,44,aerial_ball_skiller
Mattia Bottani,80,89,72,85,61,69,52,66,49,63,58,36,62,35,41,42,56,46,53,40,26,35,41,36,58,80,44,43,aerial_ball_skiller
Nico Brandenburger,67,66,62,66,53,57,55,48,35,57,43,39,52,54,41,49,60,57,48,61,65,66,61,58,71,80,73,79,def_ball_winners
Thomas Bröker,79,83,54,59,61,59,64,65,59,68,60,46,61,54,62,40,58,48,40,32,61,45,37,35,70,65,77,66,aerial_ball_skiller
Dominik Ernst,72,70,73,73,56,55,52,45,36,52,43,31,52,39,60,48,54,42,49,60,53,55,59,61,74,88,59,86,def_ball_winners
Nikola Mileusnic,89,89,77,70,56,62,56,58,60,62,47,48,53,57,48,42,56,41,51,20,40,18,23,24,36,71,63,38,aerial_ball_skiller
Vince Lia,43,46,63,60,57,58,61,50,46,64,66,34,48,63,52,44,61,62,40,58,58,60,60,54,74,80,78,75,def_ball_winners
Michael Marrone,55,65,65,49,60,62,65,57,34,25,27,21,34,41,61,28,60,56,32,66,49,63,64,56,61,78,75,48,strong_defensive_minded
Taylor Regan,37,37,35,52,58,43,63,26,41,49,25,39,45,42,30,37,50,52,35,63,59,58,62,61,72,73,85,71,strong_defensive_minded
Andrew Durante,34,32,52,47,52,51,61,29,34,32,47,34,36,42,32,29,53,55,42,60,61,60,62,62,67,61,83,65,strong_defensive_minded
Tom Doyle,62,70,68,63,58,57,64,58,26,40,32,23,46,51,65,57,57,63,60,64,58,56,63,62,73,66,77,64,def_ball_winners
Hamad Al Juhayyim,68,68,61,59,57,65,65,62,64,62,58,56,60,60,50,61,57,56,59,48,62,29,36,27,67,66,65,72,technical_finishing_attackers
Jonas Lindberg,64,65,71,78,62,64,64,63,62,67,63,55,40,67,66,64,67,62,51,43,52,31,50,45,72,68,59,67,technical_finishing_attackers
Elias Andersson,61,61,72,74,59,65,62,55,43,65,58,51,50,66,69,63,66,66,69,46,32,47,50,43,67,65,59,45,technical_finishing_attackers
Philip Haglund,48,52,50,51,64,62,57,67,49,68,55,45,58,62,40,42,65,62,48,60,75,58,61,53,66,78,79,81,def_ball_winners
Karl Larson,72,66,74,71,55,51,59,43,27,27,29,25,39,51,59,30,56,55,32,62,50,59,58,63,69,85,65,75,strong_defensive_minded
Ian Sirelius,73,70,71,69,61,59,58,66,61,60,45,46,48,51,55,38,61,58,43,45,44,53,35,33,52,70,70,58,aerial_ball_skiller
Mickaël Facchinetti,70,68,67,62,52,59,63,52,36,62,40,36,51,45,63,19,61,55,29,66,48,55,62,63,59,75,68,62,def_ball_winners
Stefan Glarner,64,67,71,71,48,64,60,58,57,47,46,48,42,55,65,44,57,56,49,60,47,60,61,64,73,75,73,66,def_ball_winners
Gregory Karlen,67,71,63,59,54,58,55,65,63,63,59,57,63,64,57,38,68,66,48,49,65,56,59,55,72,60,63,69,def_ball_winners
Luke O'Neill,76,73,69,63,47,61,44,40,46,57,46,43,33,50,66,62,64,60,45,57,62,53,63,62,78,73,71,58,def_ball_winners
Bradley Garmston,91,89,81,69,60,53,43,56,34,66,43,29,45,47,54,56,55,49,63,57,49,53,61,57,62,75,63,49,def_ball_winners
Amadou Bakayoko,75,82,65,46,56,56,55,58,60,70,52,53,55,53,53,35,55,39,38,30,57,28,37,35,52,85,81,80,aerial_ball_skiller
Cameron Dummigan,73,72,73,69,52,59,50,45,30,42,32,25,36,50,60,33,52,49,45,60,58,62,63,61,70,78,61,50,def_ball_winners
Robert Hunt,76,73,70,88,55,60,57,51,29,45,28,23,36,44,64,55,53,42,58,57,42,56,63,64,72,73,56,51,def_ball_winners
Ben Kantarovski,62,67,66,60,55,61,62,56,40,31,41,47,49,58,39,38,66,55,41,61,48,60,64,53,68,69,77,67,def_ball_winners
Matthew Ridenton,64,66,65,42,60,59,54,64,52,60,58,46,48,64,60,62,63,63,65,63,54,54,56,56,63,77,67,62,def_ball_winners
Ivan Vujica,73,74,73,79,54,62,55,42,32,33,31,32,33,44,64,37,55,51,48,56,50,63,67,63,75,67,69,53,def_ball_winners
Mario Leitgeb,34,54,66,60,49,65,59,36,43,48,67,30,42,53,42,38,67,62,54,61,57,64,64,63,81,53,69,74,def_ball_winners
Michael Novak,70,65,72,74,58,60,65,56,36,46,38,35,44,54,62,25,59,57,51,64,61,63,63,59,53,63,70,67,def_ball_winners
Gerald Nutz,74,75,82,83,60,60,69,55,58,62,48,54,48,66,52,42,62,54,64,41,52,45,47,52,75,66,61,48,technical_finishing_attackers
Ali Al Khaibari,62,62,56,57,56,55,60,23,25,57,62,31,37,35,29,66,43,26,64,59,63,57,61,60,86,69,82,67,strong_defensive_minded
Darian MacKinnon,50,51,63,74,56,57,60,56,53,72,46,46,61,43,47,48,63,58,39,59,53,59,61,60,68,75,80,86,def_ball_winners
Nedeljko Malic,32,33,33,33,46,42,67,27,11,67,16,13,32,26,20,64,46,39,58,59,66,63,65,63,34,73,92,68,strong_defensive_minded
Lukas Rath,69,64,60,67,61,58,63,41,21,65,34,30,56,44,62,64,50,48,58,58,55,59,65,61,82,76,75,67,def_ball_winners
Thorsten Mahrer,44,49,49,41,49,43,64,28,17,43,26,23,41,26,28,25,52,42,30,58,78,59,60,65,43,64,89,56,strong_defensive_minded
Alois Höller,68,76,61,34,62,56,50,49,38,56,54,45,25,58,64,28,58,58,38,56,59,55,57,57,40,90,90,79,def_ball_winners
Mario Grgic,65,66,63,68,46,64,60,65,59,58,61,38,22,65,45,24,63,62,42,61,60,47,47,52,51,72,60,70,def_ball_winners
Marko Kvasina,50,62,50,43,57,62,61,62,63,62,53,44,53,53,32,31,51,41,42,18,69,21,25,23,72,58,87,32,aerial_ball_skiller
Michael Harriman,76,78,76,77,55,60,55,49,43,45,52,54,44,50,63,29,59,48,40,56,55,60,60,59,88,76,71,59,def_ball_winners
Paris Cowan-Hall,89,87,84,87,52,60,53,61,58,62,57,54,59,52,55,33,58,49,55,32,58,31,37,32,78,73,60,33,aerial_ball_skiller
Brandon Comley,73,69,68,69,62,62,65,54,40,60,48,44,48,57,55,58,65,63,58,65,56,63,65,64,70,81,71,62,def_ball_winners
Luke Norris,64,64,61,62,55,58,57,60,63,67,64,55,69,32,44,59,59,42,49,22,64,37,14,13,66,67,77,52,aerial_ball_skiller
Nikolai Alho,81,74,81,84,50,65,56,49,50,60,40,51,59,56,67,55,60,56,63,45,38,58,31,24,80,68,58,40,aerial_ball_skiller
Juha Pirinen,79,76,62,59,47,60,62,59,41,33,36,23,35,34,52,61,57,55,47,63,59,68,61,60,62,73,69,58,def_ball_winners
Roni Peiponen,77,76,75,72,58,57,52,54,42,56,46,46,40,53,68,31,57,47,53,56,52,64,58,58,73,74,48,55,def_ball_winners
Hayden White,91,92,74,68,51,55,52,54,38,47,50,38,39,32,57,34,54,49,34,56,55,58,63,59,67,73,67,56,def_ball_winners
Paul Anderson,72,71,73,66,60,62,58,60,56,58,58,49,52,58,63,61,61,59,59,57,55,56,58,56,75,68,65,61,def_ball_winners
Zander Diamond,48,46,55,63,59,45,58,36,43,55,39,33,44,38,36,43,47,38,40,61,63,62,61,55,76,65,78,77,strong_defensive_minded
Calum Butcher,67,64,64,69,62,63,62,58,55,62,59,50,38,60,45,40,63,63,43,60,62,59,62,63,72,76,78,82,def_ball_winners
Aiden O'Neill,61,56,66,70,60,66,70,53,51,61,56,49,49,62,53,42,66,64,58,58,45,57,55,49,64,65,59,58,def_ball_winners
Jacob Melling,60,64,74,71,62,56,54,51,40,53,45,34,36,61,42,32,62,59,49,62,40,58,60,51,79,70,72,81,def_ball_winners
Marius Grösch,61,55,59,56,55,44,54,38,18,35,17,24,32,36,21,24,52,50,20,63,56,66,63,64,71,65,78,59,strong_defensive_minded
Justin Gerlach,55,52,45,45,55,41,55,29,17,33,16,23,31,31,38,22,56,55,27,60,60,66,66,64,51,64,79,59,strong_defensive_minded
Sören Eismann,59,54,62,62,57,55,65,37,42,41,37,25,38,57,37,28,64,54,30,65,70,65,68,64,69,72,73,56,strong_defensive_minded
Dominik Bock,69,74,70,67,53,60,46,64,59,66,51,47,50,49,62,35,64,56,52,43,43,40,38,41,60,71,63,38,aerial_ball_skiller
Florian Brügmann,74,67,79,81,60,57,58,41,32,58,35,31,41,42,57,41,58,43,52,62,44,64,63,64,66,73,57,59,def_ball_winners
James Hanson,28,32,63,55,65,61,71,67,61,71,58,62,59,54,29,23,47,25,46,31,78,26,24,22,78,83,91,63,aerial_ball_skiller
Will Nightingale,68,69,58,64,50,52,44,30,19,39,23,26,31,28,24,29,44,37,24,54,59,65,70,66,82,67,74,46,strong_defensive_minded
Ben Purrington,72,67,76,74,53,57,53,47,45,48,33,53,40,53,62,39,63,57,48,58,55,60,62,59,77,75,68,54,def_ball_winners
Luke Hendrie,70,72,68,70,62,57,54,44,27,49,35,34,30,56,59,45,54,49,39,59,57,58,61,61,61,76,61,60,def_ball_winners
Abdulmohsen Fallatah,55,69,52,61,66,45,45,26,35,31,19,27,31,26,27,21,55,35,26,61,54,62,66,62,71,65,69,64,strong_defensive_minded
Fawaz Fallatah,62,61,63,68,55,54,55,27,18,39,23,40,33,31,30,29,31,46,29,58,46,60,67,69,80,78,81,75,strong_defensive_minded
Hassan Al Amiri,74,73,66,59,57,66,63,57,45,55,38,48,45,65,54,40,64,60,55,52,38,41,48,46,64,52,54,68,def_ball_winners
Mike Jones,81,77,68,61,57,66,56,58,61,64,66,52,51,64,66,66,62,59,64,51,27,54,54,45,88,75,68,60,technical_finishing_attackers
Jason Kennedy,56,66,71,60,64,64,64,60,55,64,59,54,57,64,52,61,62,61,56,48,52,55,54,54,51,90,73,66,def_ball_winners
Tyrone Barnett,67,69,75,70,58,61,63,59,61,62,59,57,54,37,32,31,56,54,49,31,62,31,21,22,79,70,79,30,aerial_ball_skiller
Sid Nelson,48,53,50,52,56,52,45,23,23,39,19,30,37,30,32,25,44,46,29,63,59,62,64,63,59,62,71,79,strong_defensive_minded
Marc Richards,53,38,59,64,56,60,64,69,63,72,55,61,69,60,42,55,58,43,58,22,65,19,20,20,79,68,79,54,aerial_ball_skiller
Joe McNerney,45,49,36,35,54,46,52,22,21,39,25,18,20,36,22,35,46,40,21,58,65,60,64,62,82,61,82,62,strong_defensive_minded
Jimmy Smith,69,60,76,63,65,62,59,61,58,68,63,61,54,57,60,58,65,63,56,48,63,55,58,55,64,74,72,53,all_rounders_passers
Niklas Landgraf,76,67,78,76,63,58,60,49,29,36,31,31,36,48,61,27,58,49,49,56,53,62,64,63,75,70,65,67,def_ball_winners
Tobias Schilk,60,83,52,54,60,55,58,39,28,60,40,31,37,41,59,37,58,55,34,61,57,60,63,61,57,74,75,60,strong_defensive_minded
Moritz Heyer,60,67,62,59,64,62,58,41,41,43,38,37,37,52,39,29,63,63,28,66,55,65,55,56,77,64,68,63,strong_defensive_minded
